species_id,stId,name,FDR,entities_tot,entities_found,reactions_tot,reactions_found
9606,R-HSA-156902,Peptide chain elongation,3.4416913763379853e-15,97,30,5,5
9606,R-HSA-8953854,Metabolism of RNA,3.4416913763379853e-15,862,82,244,89
9606,R-HSA-392499,Metabolism of proteins,3.4416913763379853e-15,2430,148,929,277
9606,R-HSA-2408557,Selenocysteine synthesis,3.4416913763379853e-15,112,29,7,2
9606,R-HSA-168273,Influenza Viral RNA Transcription and Replication,3.4416913763379853e-15,173,32,14,4
9606,R-HSA-9839923,Dengue Virus Infection,3.4416913763379853e-15,411,50,142,31
9606,R-HSA-9711097,Cellular response to starvation,3.4416913763379853e-15,176,30,28,6
9606,R-HSA-168255,Influenza Infection,3.4416913763379853e-15,200,40,61,12
9606,R-HSA-9633012,Response of EIF2AK4 (GCN2) to amino acid deficiency,3.4416913763379853e-15,115,30,16,6
9606,R-HSA-8953897,Cellular responses to stimuli,3.4416913763379853e-15,1166,95,613,117
9606,R-HSA-1643685,Disease,3.4416913763379853e-15,3093,156,2167,369
9606,R-HSA-5663205,Infectious disease,3.4416913763379853e-15,1962,134,1225,189
9606,R-HSA-9010553,Regulation of expression of SLITs and ROBOs,3.4416913763379853e-15,170,39,20,3
9606,R-HSA-422475,Axon guidance,3.4416913763379853e-15,566,62,295,36
9606,R-HSA-9675108,Nervous system development,3.4416913763379853e-15,603,62,322,36
9606,R-HSA-2408522,Selenoamino acid metabolism,3.4416913763379853e-15,182,32,33,3
9606,R-HSA-376176,Signaling by ROBO receptors,3.4416913763379853e-15,222,41,60,5
9606,R-HSA-9824446,Viral Infection Pathways,3.4416913763379853e-15,1404,124,897,159
9606,R-HSA-8868773,rRNA processing in the nucleus and cytosol,3.4416913763379853e-15,207,32,15,8
9606,R-HSA-2262752,Cellular responses to stress,3.4416913763379853e-15,1039,92,521,104
9606,R-HSA-72766,Translation,3.4416913763379853e-15,450,60,126,90
