species_id,stId,name,FDR,entities_tot,entities_found,reactions_tot,reactions_found
9606,R-HSA-1640170,Cell Cycle,4.465643221873705e-08,729,39,474,175
9606,R-HSA-69278,"Cell Cycle, Mitotic",3.582678986258081e-06,587,31,367,135
9606,R-HSA-194315,Signaling by Rho GTPases,1.4523254794007734e-05,708,33,203,62
9606,R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",1.817710073259704e-05,724,33,212,62
9606,R-HSA-68877,Mitotic Prometaphase,8.625594160216465e-05,212,16,25,13
9606,R-HSA-68886,M Phase,0.00012054765711511095,403,22,96,44
9606,R-HSA-69620,Cell Cycle Checkpoints,0.00045369725290278495,278,17,63,25
9606,R-HSA-3108232,SUMO E3 ligases SUMOylate target proteins,0.0013201457543552397,184,13,132,25
9606,R-HSA-2990846,SUMOylation,0.001925419618894253,193,13,141,25
9606,R-HSA-69275,G2/M Transition,0.0031981416334352364,205,13,88,28
9606,R-HSA-453274,Mitotic G2-G2/M phases,0.0031981416334352364,207,13,90,30
9606,R-HSA-2500257,Resolution of Sister Chromatid Cohesion,0.0062631692991975685,135,10,13,8
9606,R-HSA-195258,RHO GTPase Effectors,0.0062631692991975685,325,16,113,26
9606,R-HSA-983189,Kinesins,0.00846755547127509,68,7,14,4
9606,R-HSA-68882,Mitotic Anaphase,0.00846755547127509,236,13,32,9
9606,R-HSA-2555396,Mitotic Metaphase and Anaphase,0.00846755547127509,237,13,33,9
9606,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation,0.00927600474109802,121,9,5,2
9606,R-HSA-5663220,RHO GTPases Activate Formins,0.00927600474109802,149,10,27,4
9606,R-HSA-72163,mRNA Splicing - Major Pathway,0.009578734355097929,213,12,11,11
9606,R-HSA-380320,Recruitment of NuMA to mitotic centrosomes,0.009578734355097929,97,8,2,2
9606,R-HSA-72203,Processing of Capped Intron-Containing Pre-mRNA,0.009919428324552726,317,15,52,39
9606,R-HSA-72172,mRNA Splicing,0.013458514531782817,224,12,16,11
9606,R-HSA-983231,Factors involved in megakaryocyte development and platelet production,0.014272577724121827,194,11,43,9
9606,R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic,0.014675670719315193,107,8,11,9
9606,R-HSA-3108214,SUMOylation of DNA damage response and repair proteins,0.014675670719315193,81,7,24,10
9606,R-HSA-73894,DNA Repair,0.01745314052142799,380,16,342,100
9606,R-HSA-5693532,DNA Double-Strand Break Repair,0.01747577323906535,171,10,116,56
9606,R-HSA-9012999,RHO GTPase cycle,0.01747577323906535,460,18,91,36
9606,R-HSA-69481,G2/M Checkpoints,0.017845780009671186,142,9,24,9
9606,R-HSA-8856688,Golgi-to-ER retrograde transport,0.022465473590070673,148,9,18,13
9606,R-HSA-9696264,RND3 GTPase cycle,0.022465473590070673,43,5,2,1
9606,R-HSA-2467813,Separation of Sister Chromatids,0.023364802257949124,182,10,8,3
9606,R-HSA-2565942,Regulation of PLK1 Activity at G2/M Transition,0.023364802257949124,92,7,12,5
9606,R-HSA-141424,Amplification of signal from the kinetochores,0.024309319576364175,94,7,4,4
9606,R-HSA-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,0.024309319576364175,94,7,4,4
9606,R-HSA-380284,Loss of proteins required for interphase microtubule organization from the centrosome,0.028853312416083576,71,6,3,3
9606,R-HSA-380259,Loss of Nlp from mitotic centrosomes,0.028853312416083576,71,6,2,2
9606,R-HSA-8854518,AURKA Activation by TPX2,0.033584253366231165,74,6,2,2
9606,R-HSA-4615885,SUMOylation of DNA replication proteins,0.033584253366231165,50,5,8,5
9606,R-HSA-5693538,Homology Directed Repair,0.03415313182833657,132,8,55,37
9606,R-HSA-72187,mRNA 3'-end processing,0.03415313182833657,164,9,21,14
9606,R-HSA-68875,Mitotic Prophase,0.037029234879927486,134,8,34,20
9606,R-HSA-75153,Apoptotic execution phase,0.042546826480305056,54,5,57,6
9606,R-HSA-9770562,mRNA Polyadenylation,0.042546826480305056,139,8,20,13
9606,R-HSA-380270,Recruitment of mitotic centrosome proteins and complexes,0.04341639497788485,81,6,3,3
9606,R-HSA-437239,Recycling pathway of L1,0.04341639497788485,55,5,14,3
9606,R-HSA-69618,Mitotic Spindle Checkpoint,0.044354193120796914,111,7,7,4
9606,R-HSA-69473,G2/M DNA damage checkpoint,0.044354193120796914,82,6,12,4
9606,R-HSA-5693571,Nonhomologous End-Joining (NHEJ),0.044354193120796914,56,5,13,4
9606,R-HSA-380287,Centrosome maturation,0.04663280089265198,83,6,6,6
