species_id,stId,name,FDR,entities_tot,entities_found,reactions_tot,reactions_found
9606,R-HSA-2219530,Constitutive Signaling by Aberrant PI3K in Cancer,0.0023162874183980664,104,5,2,2
9606,R-HSA-5683057,MAPK family signaling cascades,0.0023162874183980664,367,8,122,12
9606,R-HSA-9012999,RHO GTPase cycle,0.002429278440841842,460,8,91,28
9606,R-HSA-5673001,RAF/MAP kinase cascade,0.002429278440841842,309,7,75,10
9606,R-HSA-5684996,MAPK1/MAPK3 signaling,0.002429278440841842,316,7,82,10
9606,R-HSA-2219528,PI3K/AKT Signaling in Cancer,0.002429278440841842,132,5,21,2
9606,R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",0.0024306701826810606,137,5,7,2
9606,R-HSA-199418,Negative regulation of the PI3K/AKT network,0.0024654952917000372,145,5,10,2
9606,R-HSA-9006934,Signaling by Receptor Tyrosine Kinases,0.0024654952917000372,634,9,759,239
9606,R-HSA-9696273,RND1 GTPase cycle,0.009617758249841235,43,3,2,1
9606,R-HSA-9696270,RND2 GTPase cycle,0.009617758249841235,44,3,2,1
9606,R-HSA-1257604,PIP3 activates AKT signaling,0.009617758249841235,315,6,88,6
9606,R-HSA-9725370,Signaling by ALK fusions and activated point mutants,0.009817689760815096,119,4,63,16
9606,R-HSA-9700206,Signaling by ALK in cancer,0.009817689760815096,119,4,71,17
9606,R-HSA-201556,Signaling by ALK,0.009817689760815096,46,3,42,5
9606,R-HSA-8851907,MET activates PI3K/AKT signaling,0.01034524796339642,10,2,5,5
9606,R-HSA-9006925,Intracellular signaling by second messengers,0.011827112424814601,363,6,116,6
9606,R-HSA-194315,Signaling by Rho GTPases,0.014690852851734215,708,8,203,37
9606,R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,0.014690852851734215,536,7,516,184
9606,R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",0.01564726169931563,724,8,212,37
9606,R-HSA-186797,Signaling by PDGF,0.020794966573118412,70,3,31,23
9606,R-HSA-5655291,Signaling by FGFR4 in disease,0.023938435549636372,18,2,15,7
9606,R-HSA-9673770,Signaling by PDGFRA extracellular domain mutants,0.02409025600504655,19,2,7,7
9606,R-HSA-9673767,"Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants",0.02409025600504655,19,2,7,7
9606,R-HSA-72163,mRNA Splicing - Major Pathway,0.024496598021398808,213,4,11,10
9606,R-HSA-9665348,Signaling by ERBB2 ECD mutants,0.024496598021398808,23,2,15,13
9606,R-HSA-9671555,Signaling by PDGFR in disease,0.024496598021398808,27,2,24,20
9606,R-HSA-180292,GAB1 signalosome,0.024496598021398808,23,2,11,9
9606,R-HSA-9013106,RHOC GTPase cycle,0.024496598021398808,79,3,6,2
9606,R-HSA-9013404,RAC2 GTPase cycle,0.024496598021398808,92,3,10,2
9606,R-HSA-6806834,Signaling by MET,0.024496598021398808,88,3,51,47
9606,R-HSA-216083,Integrin cell surface interactions,0.024496598021398808,86,3,55,10
9606,R-HSA-9825892,Regulation of MITF-M-dependent genes involved in cell cycle and proliferation,0.024496598021398808,27,2,20,3
9606,R-HSA-162582,Signal Transduction,0.024496598021398808,3051,17,2584,341
9606,R-HSA-9013423,RAC3 GTPase cycle,0.024496598021398808,100,3,6,2
9606,R-HSA-5637812,Signaling by EGFRvIII in Cancer,0.024496598021398808,22,2,18,17
9606,R-HSA-5637810,Constitutive Signaling by EGFRvIII,0.024496598021398808,22,2,18,17
9606,R-HSA-9674428,PDGFR mutants bind TKIs,0.024496598021398808,1,1,2,2
9606,R-HSA-9674415,Drug resistance of PDGFR mutants,0.024496598021398808,1,1,4,4
9606,R-HSA-1236382,Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,0.024496598021398808,26,2,23,22
9606,R-HSA-9674403,Regorafenib-resistant PDGFR mutants,0.024496598021398808,1,1,1,1
9606,R-HSA-9674396,Imatinib-resistant PDGFR mutants,0.024496598021398808,1,1,1,1
9606,R-HSA-9674401,Sunitinib-resistant PDGFR mutants,0.024496598021398808,1,1,1,1
9606,R-HSA-9674404,Sorafenib-resistant PDGFR mutants,0.024496598021398808,1,1,1,1
9606,R-HSA-5654710,PI-3K cascade:FGFR3,0.024496598021398808,24,2,7,7
9606,R-HSA-5654720,PI-3K cascade:FGFR4,0.024496598021398808,25,2,7,7
9606,R-HSA-5654689,PI-3K cascade:FGFR1,0.024496598021398808,28,2,7,7
9606,R-HSA-5637815,Signaling by Ligand-Responsive EGFR Variants in Cancer,0.024496598021398808,26,2,23,22
9606,R-HSA-1963642,PI3K events in ERBB2 signaling,0.024496598021398808,22,2,7,7
9606,R-HSA-3000170,Syndecan interactions,0.026128700494596035,29,2,15,2
