species_id,stId,name,FDR,entities_tot,entities_found,reactions_tot,reactions_found
9606,R-HSA-156902,Peptide chain elongation,8.770761894538737e-15,97,21,5,5
9606,R-HSA-5663205,Infectious disease,8.770761894538737e-15,1962,97,1225,137
9606,R-HSA-9839923,Dengue Virus Infection,8.770761894538737e-15,411,43,142,21
9606,R-HSA-9918481,Dengue Virus-Host Interactions,8.770761894538737e-15,274,35,59,9
9606,R-HSA-9010553,Regulation of expression of SLITs and ROBOs,8.770761894538737e-15,170,26,20,5
9606,R-HSA-8953897,Cellular responses to stimuli,8.770761894538737e-15,1166,65,613,159
9606,R-HSA-2262752,Cellular responses to stress,8.770761894538737e-15,1039,64,521,148
9606,R-HSA-8953854,Metabolism of RNA,8.770761894538737e-15,862,65,244,88
9606,R-HSA-9824446,Viral Infection Pathways,8.770761894538737e-15,1404,90,897,108
9606,R-HSA-156827,L13a-mediated translational silencing of Ceruloplasmin expression,8.770761894538737e-15,120,23,3,2
9606,R-HSA-72187,mRNA 3'-end processing,8.770761894538737e-15,164,26,21,18
9606,R-HSA-156842,Eukaryotic Translation Elongation,8.770761894538737e-15,102,23,9,8
9606,R-HSA-9948299,Ribosome-associated quality control,8.770761894538737e-15,155,25,20,20
9606,R-HSA-72706,GTP hydrolysis and joining of the 60S ribosomal subunit,8.770761894538737e-15,120,23,3,3
9606,R-HSA-392499,Metabolism of proteins,8.770761894538737e-15,2430,99,929,400
9606,R-HSA-72689,Formation of a pool of free 40S subunits,8.770761894538737e-15,106,22,2,2
9606,R-HSA-72737,Cap-dependent Translation Initiation,1.554312234475219e-14,130,23,18,13
9606,R-HSA-72613,Eukaryotic Translation Initiation,1.554312234475219e-14,130,23,21,15
9606,R-HSA-376176,Signaling by ROBO receptors,4.39648317751562e-14,222,28,60,7
9606,R-HSA-9770562,mRNA Polyadenylation,6.294964549624638e-14,139,23,20,17
9606,R-HSA-3214847,HATs acetylate histones,7.327471962526033e-14,110,21,15,13
9606,R-HSA-9954714,PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA,1.4555023852835802e-13,100,20,3,3
9606,R-HSA-975956,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),1.6486811915683575e-13,101,20,1,1
9606,R-HSA-1643685,Disease,2.020605904817785e-13,3093,110,2167,290
9606,R-HSA-9837999,Mitochondrial protein degradation,2.55351295663786e-13,104,20,20,8
9606,R-HSA-9954716,ZNF598 and the Ribosome-associated Quality Trigger (RQT) complex dissociate a ribosome stalled on a no-go mRNA,2.9309887850104133e-13,105,20,4,4
9606,R-HSA-72764,Eukaryotic Translation Termination,3.3706371027619753e-13,106,20,5,3
9606,R-HSA-927802,Nonsense-Mediated Decay (NMD),5.25135490647699e-13,124,21,6,5
9606,R-HSA-975957,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),5.25135490647699e-13,124,21,5,4
9606,R-HSA-2408557,Selenocysteine synthesis,8.43991543320044e-13,112,20,7,2
9606,R-HSA-192823,Viral mRNA Translation,1.1102230246251565e-12,114,20,2,2
9606,R-HSA-168255,Influenza Infection,1.1647349751342517e-12,200,25,61,9
9606,R-HSA-9633012,Response of EIF2AK4 (GCN2) to amino acid deficiency,1.2361223156176493e-12,115,20,16,4
9606,R-HSA-72766,Translation,1.404876215360673e-12,450,36,126,64
9606,R-HSA-9692914,SARS-CoV-1-host interactions,1.8745005547771143e-12,118,20,48,11
9606,R-HSA-1799339,SRP-dependent cotranslational protein targeting to membrane,2.125521980644862e-12,119,20,5,5
9606,R-HSA-72203,Processing of Capped Intron-Containing Pre-mRNA,3.132494263979879e-12,317,30,52,48
9606,R-HSA-168273,Influenza Viral RNA Transcription and Replication,3.132494263979879e-12,173,23,14,5
9606,R-HSA-8868773,rRNA processing in the nucleus and cytosol,1.5411671938636573e-11,207,24,15,9
9606,R-HSA-72649,Translation initiation complex formation,1.706301766546403e-11,62,15,2,2
9606,R-HSA-6791226,Major pathway of rRNA processing in the nucleolus and cytosol,1.706301766546403e-11,189,23,7,6
9606,R-HSA-9735869,SARS-CoV-1 modulates host translation machinery,2.1985746556651975e-11,41,13,3,2
9606,R-HSA-72702,Ribosomal scanning and start codon recognition,2.5708879469732437e-11,64,15,2,2
9606,R-HSA-72662,"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",3.8192560225525085e-11,66,15,6,5
9606,R-HSA-72695,"Formation of the ternary complex, and subsequently, the 43S complex",3.83169052042831e-11,54,14,3,1
9606,R-HSA-1640170,Cell Cycle,2.8758095904635184e-10,729,42,474,180
9606,R-HSA-2408522,Selenoamino acid metabolism,4.1104897263721796e-10,182,21,33,3
9606,R-HSA-72312,rRNA processing,7.072005203667686e-10,252,24,22,9
9606,R-HSA-72163,mRNA Splicing - Major Pathway,1.0391160154554768e-09,213,22,11,11
9606,R-HSA-9678108,SARS-CoV-1 Infection,1.257047244074272e-09,194,21,159,14
9606,R-HSA-9711097,Cellular response to starvation,1.524910864247886e-09,176,20,28,4
9606,R-HSA-69481,G2/M Checkpoints,2.424052403249277e-09,142,18,24,6
9606,R-HSA-422475,Axon guidance,2.424052403249277e-09,566,35,295,27
9606,R-HSA-72172,mRNA Splicing,2.4456985325826963e-09,224,22,16,16
9606,R-HSA-3247509,Chromatin modifying enzymes,4.339774428707699e-09,254,23,85,33
9606,R-HSA-9675108,Nervous system development,1.2166746943265139e-08,603,35,322,27
9606,R-HSA-4839726,Chromatin organization,1.2347144418001221e-08,269,23,105,33
9606,R-HSA-109581,Apoptosis,1.3534873222198485e-08,180,19,142,19
9606,R-HSA-68886,M Phase,1.521716519459204e-08,403,28,96,48
9606,R-HSA-69278,"Cell Cycle, Mitotic",2.208250482471641e-08,587,34,367,123
9606,R-HSA-9754678,SARS-CoV-2 modulates host translation machinery,2.9224143105466283e-08,62,12,6,1
9606,R-HSA-9018519,Estrogen-dependent gene expression,4.9408714897225536e-08,153,17,66,40
9606,R-HSA-162909,Host Interactions of HIV factors,7.741382013204401e-08,138,16,54,19
9606,R-HSA-5357801,Programmed Cell Death,7.741382013204401e-08,225,20,194,28
9606,R-HSA-2559586,DNA Damage/Telomere Stress Induced Senescence,1.05448610177028e-07,70,12,18,2
9606,R-HSA-9954709,Ribosome Quality Control (RQC) complex extracts and degrades nascent peptide,1.4798802572268954e-07,106,14,13,13
9606,R-HSA-8939236,RUNX1 regulates transcription of genes involved in differentiation of HSCs,2.2135673893863839e-07,92,13,15,12
9606,R-HSA-1221632,Meiotic synapsis,2.61272595558637e-07,61,11,6,6
9606,R-HSA-9705683,SARS-CoV-2-host interactions,3.6096812938701817e-07,248,20,68,8
9606,R-HSA-201722,Formation of the beta-catenin:TCF transactivating complex,7.330778195591137e-07,68,11,13,7
9606,R-HSA-68867,Assembly of the pre-replicative complex,7.674096481613546e-07,103,13,23,12
9606,R-HSA-75153,Apoptotic execution phase,8.814009029300962e-07,54,10,57,13
9606,R-HSA-9909648,Regulation of PD-L1(CD274) expression,1.018430217158972e-06,191,17,56,20
9606,R-HSA-450408,AUF1 (hnRNP D0) binds and destabilizes mRNA,1.4022179239958632e-06,43,9,4,4
9606,R-HSA-69620,Cell Cycle Checkpoints,1.9872021326250433e-06,278,20,63,16
9606,R-HSA-68875,Mitotic Prophase,2.162235011482494e-06,134,14,34,16
9606,R-HSA-201681,TCF dependent signaling in response to WNT,2.405325529863944e-06,204,17,71,21
9606,R-HSA-9694516,SARS-CoV-2 Infection,2.7860990474692926e-06,369,23,211,12
9606,R-HSA-5625740,RHO GTPases activate PKNs,2.8491101411454167e-06,79,11,20,11
9606,R-HSA-69002,DNA Replication Pre-Initiation,4.176374874265143e-06,121,13,32,20
9606,R-HSA-9020591,Interleukin-12 signaling,5.011593160020311e-06,84,11,56,12
9606,R-HSA-9764274,Regulation of Expression and Function of Type I Classical Cadherins,5.011593160020311e-06,192,16,92,14
9606,R-HSA-9764265,Regulation of CDH1 Expression and Function,5.011593160020311e-06,192,16,92,14
9606,R-HSA-9679506,SARS-CoV Infections,5.011593160020311e-06,576,29,402,28
9606,R-HSA-446728,Cell junction organization,5.132966401033556e-06,298,20,162,23
9606,R-HSA-5693565,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks,5.158819253114899e-06,67,10,39,30
9606,R-HSA-2990846,SUMOylation,5.254976802815392e-06,193,16,141,139
9606,R-HSA-71291,Metabolism of amino acids and derivatives,5.368387490323201e-06,646,31,293,20
9606,R-HSA-389948,Co-inhibition by PD-1,5.5864840740049715e-06,219,17,61,20
9606,R-HSA-1428517,Aerobic respiration and respiratory electron transport,6.138324012527896e-06,361,22,117,34
9606,R-HSA-774815,Nucleosome assembly,6.43970415081796e-06,53,9,4,3
9606,R-HSA-606279,Deposition of new CENPA-containing nucleosomes at the centromere,6.43970415081796e-06,53,9,4,3
9606,R-HSA-388841,Regulation of T cell activation by CD28 family,6.464410533646436e-06,276,19,91,22
9606,R-HSA-1500931,Cell-Cell communication,7.563851291636503e-06,336,21,185,24
9606,R-HSA-8939211,ESR-mediated signaling,1.0189437514185329e-05,257,18,114,47
9606,R-HSA-8950505,Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation,1.0318043931811793e-05,73,10,36,10
9606,R-HSA-9909649,Regulation of PD-L1(CD274) transcription,1.074940761336407e-05,74,10,18,9
9606,R-HSA-1500620,Meiosis,1.1096120750231364e-05,93,11,16,10
9606,R-HSA-5687128,MAPK6/MAPK4 signaling,1.1096120750231364e-05,93,11,40,13
9606,R-HSA-5693606,DNA Double Strand Break Response,1.21099194698715e-05,75,10,48,30
9606,R-HSA-3108232,SUMO E3 ligases SUMOylate target proteins,1.2836810297400802e-05,184,15,132,132
9606,R-HSA-447115,Interleukin-12 family signaling,1.5035963499610006e-05,96,11,114,13
9606,R-HSA-3899300,SUMOylation of transcription cofactors,1.5215241889743325e-05,44,8,27,27
9606,R-HSA-9645723,Diseases of programmed cell death,1.5215241889743325e-05,97,11,37,5
9606,R-HSA-9759476,Regulation of Homotypic Cell-Cell Adhesion,1.6581046773600505e-05,215,16,125,14
9606,R-HSA-450531,Regulation of mRNA stability by proteins that bind AU-rich elements,1.963160107187889e-05,80,10,26,9
9606,R-HSA-8878171,Transcriptional regulation by RUNX1,2.09415332785845e-05,246,17,132,116
9606,R-HSA-8941858,Regulation of RUNX3 expression and activity,2.321887819156654e-05,47,8,9,4
9606,R-HSA-162906,HIV Infection,2.330658389826379e-05,248,17,160,28
9606,R-HSA-69473,G2/M DNA damage checkpoint,2.4385131465631815e-05,82,10,12,3
9606,R-HSA-171306,Packaging Of Telomere Ends,2.4441746931058717e-05,33,7,2,2
9606,R-HSA-69306,DNA Replication,2.5661759005535245e-05,171,14,73,37
9606,R-HSA-2559583,Cellular Senescence,3.0310652695431095e-05,199,15,90,13
9606,R-HSA-8878159,Transcriptional regulation by RUNX3,3.817938658334796e-05,108,11,47,25
9606,R-HSA-1266738,Developmental Biology,4.1573204634381966e-05,1968,61,980,126
9606,R-HSA-9006931,Signaling by Nuclear Receptors,4.4207186418177e-05,383,21,195,51
9606,R-HSA-5693607,Processing of DNA double-strand break ends,4.52659578875636e-05,89,10,17,2
9606,R-HSA-211733,Regulation of activated PAK-2p34 by proteasome mediated degradation,4.667830283411334e-05,37,7,2,2
9606,R-HSA-1268020,Mitochondrial protein import,4.698209917552987e-05,70,9,14,12
9606,R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint,4.698209917552987e-05,70,9,10,5
9606,R-HSA-9616222,Transcriptional regulation of granulopoiesis,4.698209917552987e-05,70,9,27,6
9606,R-HSA-68882,Mitotic Anaphase,4.854967717071723e-05,236,16,32,13
9606,R-HSA-73886,Chromosome Maintenance,4.9245834353395246e-05,135,12,38,32
9606,R-HSA-2555396,Mitotic Metaphase and Anaphase,4.9245834353395246e-05,237,16,33,13
9606,R-HSA-418990,Adherens junctions interactions,4.9245834353395246e-05,238,16,141,14
9606,R-HSA-110330,Recognition and association of DNA glycosylase with site containing an affected purine,4.9896971757390496e-05,38,7,10,2
9606,R-HSA-194315,Signaling by Rho GTPases,6.342374246093296e-05,708,30,203,76
9606,R-HSA-5619507,Activation of HOX genes during differentiation,6.68277846930243e-05,116,11,43,31
9606,R-HSA-5617472,Activation of anterior HOX genes in hindbrain development during early embryogenesis,6.68277846930243e-05,116,11,43,31
9606,R-HSA-5693571,Nonhomologous End-Joining (NHEJ),6.753414620030984e-05,56,8,13,13
9606,R-HSA-5689880,Ub-specific processing proteases,7.714282874593525e-05,192,14,40,36
9606,R-HSA-8936459,RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function,8.104188400259726e-05,76,9,33,33
9606,R-HSA-110328,Recognition and association of DNA glycosylase with site containing an affected pyrimidine,8.128575752297529e-05,41,7,21,1
9606,R-HSA-169911,Regulation of Apoptosis,9.482465964738562e-05,42,7,5,4
9606,R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",9.704040483871079e-05,724,30,212,76
9606,R-HSA-5693532,DNA Double-Strand Break Repair,9.825963782894576e-05,171,13,116,46
9606,R-HSA-68949,Orc1 removal from chromatin,9.825963782894576e-05,60,8,4,3
9606,R-HSA-9843940,Regulation of endogenous retroelements by KRAB-ZFP proteins,9.825963782894576e-05,78,9,7,7
9606,R-HSA-445355,Smooth Muscle Contraction,0.00011050478626373206,61,8,16,8
9606,R-HSA-2559584,Formation of Senescence-Associated Heterochromatin Foci (SAHF),0.00011075521922609965,17,5,2,1
9606,R-HSA-110331,Cleavage of the damaged purine,0.00011336893721480834,44,7,9,2
9606,R-HSA-5693567,HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA),0.00012684625446457432,126,11,47,3
9606,R-HSA-73927,Depurination,0.0001307572412061475,45,7,19,4
9606,R-HSA-212300,PRC2 methylates histones and DNA,0.00015029243963926575,46,7,4,4
9606,R-HSA-195258,RHO GTPase Effectors,0.00015119910371108602,325,18,113,44
