species_id,stId,name,FDR,entities_tot,entities_found,reactions_tot,reactions_found
9606,R-HSA-72203,Processing of Capped Intron-Containing Pre-mRNA,6.893699104892903e-07,317,17,52,44
9606,R-HSA-72163,mRNA Splicing - Major Pathway,6.252552204033535e-05,213,12,11,11
9606,R-HSA-72172,mRNA Splicing,6.252552204033535e-05,224,12,16,16
9606,R-HSA-75153,Apoptotic execution phase,6.252552204033535e-05,54,7,57,10
9606,R-HSA-111465,Apoptotic cleavage of cellular proteins,0.0001145575207689431,38,6,38,8
9606,R-HSA-4615885,SUMOylation of DNA replication proteins,0.00045854382015020345,50,6,8,3
9606,R-HSA-3247509,Chromatin modifying enzymes,0.0007858727677542143,254,11,85,16
9606,R-HSA-4839726,Chromatin organization,0.0011663151860297205,269,11,105,25
9606,R-HSA-2980766,Nuclear Envelope Breakdown,0.001326406218753462,65,6,13,5
9606,R-HSA-3108232,SUMO E3 ligases SUMOylate target proteins,0.001365758918654869,184,9,132,16
9606,R-HSA-8953854,Metabolism of RNA,0.001365758918654869,862,20,244,59
9606,R-HSA-2990846,SUMOylation,0.001796272529206444,193,9,141,16
9606,R-HSA-9918481,Dengue Virus-Host Interactions,0.004569309699729018,274,10,59,6
9606,R-HSA-68875,Mitotic Prophase,0.005299328295277905,134,7,34,7
9606,R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,0.005299328295277905,536,14,516,82
9606,R-HSA-109581,Apoptosis,0.005299328295277905,180,8,142,14
9606,R-HSA-9824446,Viral Infection Pathways,0.005600681109544814,1404,25,897,46
9606,R-HSA-194315,Signaling by Rho GTPases,0.007792035803006581,708,16,203,30
9606,R-HSA-191859,snRNP Assembly,0.007792035803006581,67,5,6,6
9606,R-HSA-194441,Metabolism of non-coding RNA,0.007792035803006581,67,5,6,6
9606,R-HSA-5619107,Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC),0.007792035803006581,36,4,1,1
9606,R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",0.008282270992730822,724,16,212,30
9606,R-HSA-159227,Transport of the SLBP independent Mature mRNA,0.00901349162504217,39,4,3,3
9606,R-HSA-159230,Transport of the SLBP Dependant Mature mRNA,0.00901349162504217,40,4,3,3
9606,R-HSA-4085377,SUMOylation of SUMOylation proteins,0.00901349162504217,39,4,5,2
9606,R-HSA-170822,Regulation of Glucokinase by Glucokinase Regulatory Protein,0.00901349162504217,40,4,5,1
9606,R-HSA-180746,Nuclear import of Rev protein,0.009521607741679095,41,4,7,2
9606,R-HSA-1643685,Disease,0.009992304112199202,3093,41,2167,144
9606,R-HSA-5357801,Programmed Cell Death,0.009992304112199202,225,8,194,18
9606,R-HSA-165054,Rev-mediated nuclear export of HIV RNA,0.009992304112199202,45,4,10,2
9606,R-HSA-212165,Epigenetic regulation of gene expression,0.009992304112199202,345,10,118,35
9606,R-HSA-180910,Vpr-mediated nuclear import of PICs,0.009992304112199202,44,4,2,1
9606,R-HSA-3232142,SUMOylation of ubiquitinylation proteins,0.009992304112199202,43,4,3,1
9606,R-HSA-9839923,Dengue Virus Infection,0.009992304112199202,411,11,142,8
9606,R-HSA-3301854,Nuclear Pore Complex (NPC) Disassembly,0.009992304112199202,42,4,2,2
9606,R-HSA-68886,M Phase,0.009992304112199202,403,11,96,31
9606,R-HSA-159236,Transport of Mature mRNA derived from an Intron-Containing Transcript,0.010126875161178717,81,5,4,4
9606,R-HSA-159231,Transport of Mature mRNA Derived from an Intronless Transcript,0.010126875161178717,46,4,3,3
9606,R-HSA-159234,Transport of Mature mRNAs Derived from Intronless Transcripts,0.01035923892948043,47,4,9,9
9606,R-HSA-177243,Interactions of Rev with host cellular proteins,0.01035923892948043,47,4,16,4
9606,R-HSA-176033,Interactions of Vpr with host cellular proteins,0.01035923892948043,47,4,4,1
9606,R-HSA-168271,Transport of Ribonucleoproteins into the Host Nucleus,0.010541172506673746,48,4,4,1
9606,R-HSA-168276,NS1 Mediated Effects on Host Pathways,0.010541172506673746,48,4,8,1
