species_id,stId,name,FDR,entities_tot,entities_found,reactions_tot,reactions_found
9606,R-HSA-9665230,Drug resistance in ERBB2 KD mutants,0.0021699199107401146,4,3,8,8
9606,R-HSA-1640170,Cell Cycle,0.0021699199107401146,729,27,474,126
9606,R-HSA-9665246,Resistance of ERBB2 KD mutants to neratinib,0.0021699199107401146,4,3,1,1
9606,R-HSA-9665244,Resistance of ERBB2 KD mutants to sapitinib,0.0021699199107401146,4,3,1,1
9606,R-HSA-9665737,Drug resistance in ERBB2 TMD/JMD mutants,0.0021699199107401146,4,3,1,1
9606,R-HSA-9665251,Resistance of ERBB2 KD mutants to lapatinib,0.0021699199107401146,4,3,1,1
9606,R-HSA-9665233,Resistance of ERBB2 KD mutants to trastuzumab,0.0021699199107401146,4,3,1,1
9606,R-HSA-9665250,Resistance of ERBB2 KD mutants to AEE788,0.0021699199107401146,4,3,1,1
9606,R-HSA-9665247,Resistance of ERBB2 KD mutants to osimertinib,0.0021699199107401146,4,3,1,1
9606,R-HSA-9665245,Resistance of ERBB2 KD mutants to tesevatinib,0.0021699199107401146,4,3,1,1
9606,R-HSA-9652282,Drug-mediated inhibition of ERBB2 signaling,0.0021699199107401146,4,3,3,3
9606,R-HSA-9665249,Resistance of ERBB2 KD mutants to afatinib,0.0021699199107401146,4,3,1,1
9606,R-HSA-1227986,Signaling by ERBB2,0.0037621552785171986,68,7,46,38
9606,R-HSA-3108232,SUMO E3 ligases SUMOylate target proteins,0.003857286477221722,184,11,132,21
9606,R-HSA-9634285,Constitutive Signaling by Overexpressed ERBB2,0.005155786475896651,16,4,8,8
9606,R-HSA-2990846,SUMOylation,0.005155786475896651,193,11,141,21
9606,R-HSA-194315,Signaling by Rho GTPases,0.006760254976145186,708,23,203,43
9606,R-HSA-3108214,SUMOylation of DNA damage response and repair proteins,0.007868196822763074,81,7,24,8
9606,R-HSA-1250196,SHC1 events in ERBB2 signaling,0.007967605767873476,36,5,6,5
9606,R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",0.007967605767873476,724,23,212,43
9606,R-HSA-69278,"Cell Cycle, Mitotic",0.008359888607247234,587,20,367,95
9606,R-HSA-9665348,Signaling by ERBB2 ECD mutants,0.014016333390518776,23,4,15,15
9606,R-HSA-9013149,RAC1 GTPase cycle,0.014016333390518776,191,10,6,4
9606,R-HSA-8953854,Metabolism of RNA,0.014016333390518776,862,25,244,84
9606,R-HSA-9022534,Loss of MECP2 binding ability to 5hmC-DNA,0.014754248391884994,2,2,1,1
9606,R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,0.017159261532846415,536,18,516,170
9606,R-HSA-9825895,"Regulation of MITF-M-dependent genes involved in DNA replication, damage repair and senescence",0.018593626798977247,11,3,10,3
9606,R-HSA-4615885,SUMOylation of DNA replication proteins,0.023105640569275332,50,5,8,5
9606,R-HSA-450520,HuR (ELAVL1) binds and stabilizes mRNA,0.023105640569275332,12,3,7,4
9606,R-HSA-9665686,Signaling by ERBB2 TMD/JMD mutants,0.0275138960585255,30,4,13,13
9606,R-HSA-450531,Regulation of mRNA stability by proteins that bind AU-rich elements,0.02847757501750192,80,6,26,9
9606,R-HSA-8980692,RHOA GTPase cycle,0.04290093971441067,154,8,6,3
9606,R-HSA-9664565,Signaling by ERBB2 KD Mutants,0.0439739872686129,35,4,17,17
9606,R-HSA-72203,Processing of Capped Intron-Containing Pre-mRNA,0.0439739872686129,317,12,52,44
9606,R-HSA-1227990,Signaling by ERBB2 in Cancer,0.0455702395903983,36,4,62,62
9606,R-HSA-69620,Cell Cycle Checkpoints,0.0455702395903983,278,11,63,14
9606,R-HSA-9012999,RHO GTPase cycle,0.047805055485073744,460,15,91,33
