species_id,stId,name,FDR,entities_tot,entities_found,reactions_tot,reactions_found
9606,R-HSA-156842,Eukaryotic Translation Elongation,1.7763568394002505e-14,102,21,9,6
9606,R-HSA-2262752,Cellular responses to stress,1.7763568394002505e-14,1039,60,521,108
9606,R-HSA-8953897,Cellular responses to stimuli,1.7763568394002505e-14,1166,63,613,122
9606,R-HSA-9824446,Viral Infection Pathways,1.7763568394002505e-14,1404,82,897,147
9606,R-HSA-5663205,Infectious disease,1.7763568394002505e-14,1962,91,1225,173
9606,R-HSA-9839923,Dengue Virus Infection,1.7763568394002505e-14,411,38,142,20
9606,R-HSA-422475,Axon guidance,1.7763568394002505e-14,566,47,295,41
9606,R-HSA-9675108,Nervous system development,1.7763568394002505e-14,603,48,322,42
9606,R-HSA-1643685,Disease,1.1035616864774056e-13,3093,107,2167,322
9606,R-HSA-72706,GTP hydrolysis and joining of the 60S ribosomal subunit,2.318145675417327e-13,120,21,3,3
9606,R-HSA-156827,L13a-mediated translational silencing of Ceruloplasmin expression,2.318145675417327e-13,120,21,3,2
9606,R-HSA-72689,Formation of a pool of free 40S subunits,2.4713564528155985e-13,106,20,2,2
9606,R-HSA-156902,Peptide chain elongation,6.092903959142859e-13,97,19,5,5
9606,R-HSA-168255,Influenza Infection,6.971090371621358e-13,200,25,61,13
9606,R-HSA-72737,Cap-dependent Translation Initiation,7.460698725481052e-13,130,21,18,14
9606,R-HSA-72613,Eukaryotic Translation Initiation,7.460698725481052e-13,130,21,21,16
9606,R-HSA-975956,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),9.575673587391975e-13,101,19,1,1
9606,R-HSA-1799339,SRP-dependent cotranslational protein targeting to membrane,1.41886502547095e-12,119,20,5,5
9606,R-HSA-8953854,Metabolism of RNA,1.6290302440324922e-12,862,49,244,84
9606,R-HSA-9948299,Ribosome-associated quality control,1.7763568394002505e-12,155,22,20,20
9606,R-HSA-927802,Nonsense-Mediated Decay (NMD),2.453370839816671e-12,124,20,6,6
