species_id,stId,name,FDR,entities_tot,entities_found,reactions_tot,reactions_found
9606,R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",6.16055927761261e-05,724,25,212,61
9606,R-HSA-3108232,SUMO E3 ligases SUMOylate target proteins,6.16055927761261e-05,184,13,132,19
9606,R-HSA-2990846,SUMOylation,6.16055927761261e-05,193,13,141,19
9606,R-HSA-194315,Signaling by Rho GTPases,0.0001140882293593215,708,24,203,60
9606,R-HSA-1640170,Cell Cycle,0.00015217160115321704,729,24,474,92
9606,R-HSA-68875,Mitotic Prophase,0.0002695127980946177,134,10,34,14
9606,R-HSA-69278,"Cell Cycle, Mitotic",0.0005674788684193466,587,20,367,56
9606,R-HSA-4615885,SUMOylation of DNA replication proteins,0.0017232902032446873,50,6,8,2
9606,R-HSA-9842860,Regulation of endogenous retroelements,0.0024843061517909604,113,8,17,17
9606,R-HSA-68886,M Phase,0.0024843061517909604,403,15,96,42
9606,R-HSA-9012999,RHO GTPase cycle,0.002580519447130225,460,16,91,28
9606,R-HSA-9843970,Regulation of endogenous retroelements by the Human Silencing Hub (HUSH) complex,0.004658677047996385,41,5,8,8
9606,R-HSA-180746,Nuclear import of Rev protein,0.004658677047996385,41,5,7,5
9606,R-HSA-2980766,Nuclear Envelope Breakdown,0.004658677047996385,65,6,13,6
9606,R-HSA-3301854,Nuclear Pore Complex (NPC) Disassembly,0.004817235155710309,42,5,2,2
9606,R-HSA-177243,Interactions of Rev with host cellular proteins,0.007031574827459308,47,5,16,7
9606,R-HSA-9013026,RHOB GTPase cycle,0.007031574827459308,75,6,6,1
9606,R-HSA-72203,Processing of Capped Intron-Containing Pre-mRNA,0.007031574827459308,317,12,52,42
9606,R-HSA-4570464,SUMOylation of RNA binding proteins,0.008523470620644735,51,5,4,1
9606,R-HSA-3108214,SUMOylation of DNA damage response and repair proteins,0.008523470620644735,81,6,24,6
9606,R-HSA-9013106,RHOC GTPase cycle,0.008523470620644735,79,6,6,1
9606,R-HSA-1169410,Antimicrobial mechanism of IFN-stimulated genes,0.008523470620644735,192,9,86,7
9606,R-HSA-1169408,ISG15 antiviral mechanism,0.009402562693786365,83,6,16,2
9606,R-HSA-212165,Epigenetic regulation of gene expression,0.010994356693040386,345,12,118,79
9606,R-HSA-3247509,Chromatin modifying enzymes,0.012820619905444697,254,10,85,15
9606,R-HSA-112382,Formation of RNA Pol II elongation complex ,0.01404721792640995,60,5,2,2
9606,R-HSA-75955,RNA Polymerase II Transcription Elongation,0.014587888319243403,61,5,8,8
9606,R-HSA-5619107,Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC),0.016801200344499945,36,4,1,1
9606,R-HSA-4839726,Chromatin organization,0.01713090405603135,269,10,105,23
9606,R-HSA-195258,RHO GTPase Effectors,0.019237674114226166,325,11,113,32
9606,R-HSA-159227,Transport of the SLBP independent Mature mRNA,0.01997202924290087,39,4,3,3
9606,R-HSA-4085377,SUMOylation of SUMOylation proteins,0.01997202924290087,39,4,5,2
9606,R-HSA-168325,Viral Messenger RNA Synthesis,0.02001353698272723,69,5,6,3
9606,R-HSA-159230,Transport of the SLBP Dependant Mature mRNA,0.02001353698272723,40,4,3,3
9606,R-HSA-170822,Regulation of Glucokinase by Glucokinase Regulatory Protein,0.02001353698272723,40,4,5,1
9606,R-HSA-3232142,SUMOylation of ubiquitinylation proteins,0.02483484347928666,43,4,3,1
9606,R-HSA-180910,Vpr-mediated nuclear import of PICs,0.02637230446416239,44,4,2,1
9606,R-HSA-8980692,RHOA GTPase cycle,0.02637230446416239,154,7,6,2
9606,R-HSA-165054,Rev-mediated nuclear export of HIV RNA,0.02637230446416239,45,4,10,2
9606,R-HSA-159231,Transport of Mature mRNA Derived from an Intronless Transcript,0.027176304344529778,46,4,3,3
9606,R-HSA-9843940,Regulation of endogenous retroelements by KRAB-ZFP proteins,0.027176304344529778,78,5,7,7
9606,R-HSA-159234,Transport of Mature mRNAs Derived from Intronless Transcripts,0.02744161012125268,47,4,9,9
9606,R-HSA-5625740,RHO GTPases activate PKNs,0.02744161012125268,79,5,20,19
9606,R-HSA-176033,Interactions of Vpr with host cellular proteins,0.02744161012125268,47,4,4,1
9606,R-HSA-162599,Late Phase of HIV Life Cycle,0.02775827644876161,161,7,78,50
9606,R-HSA-168271,Transport of Ribonucleoproteins into the Host Nucleus,0.02775827644876161,48,4,4,1
9606,R-HSA-168276,NS1 Mediated Effects on Host Pathways,0.02775827644876161,48,4,8,1
9606,R-HSA-72163,mRNA Splicing - Major Pathway,0.030700325989614585,213,8,11,10
9606,R-HSA-674695,RNA Polymerase II Pre-transcription Events,0.030700325989614585,83,5,17,12
9606,R-HSA-9013418,RHOBTB2 GTPase cycle,0.03178266561040122,24,3,2,1
9606,R-HSA-9759476,Regulation of Homotypic Cell-Cell Adhesion,0.03250167039563978,215,8,125,33
9606,R-HSA-168333,NEP/NS2 Interacts with the Cellular Export Machinery,0.036686689385402316,53,4,2,1
9606,R-HSA-168274,Export of Viral Ribonucleoproteins from Nucleus,0.036686689385402316,54,4,5,1
9606,R-HSA-2299718,Condensation of Prophase Chromosomes,0.036686689385402316,54,4,10,8
9606,R-HSA-72172,mRNA Splicing,0.038684030608131525,224,8,16,15
9606,R-HSA-162587,HIV Life Cycle,0.03905317221135851,176,7,117,50
9606,R-HSA-9764302,Regulation of CDH19 Expression and Function,0.04097551555994672,8,2,5,3
