species_id,stId,name,FDR,entities_tot,entities_found,reactions_tot,reactions_found
9606,R-HSA-9012999,RHO GTPase cycle,0.0007212654773193217,460,20,91,44
9606,R-HSA-194315,Signaling by Rho GTPases,0.0007212654773193217,708,26,203,53
9606,R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",0.0007212654773193217,724,26,212,53
9606,R-HSA-212676,Dopamine Neurotransmitter Release Cycle,0.006780918194193575,28,5,5,3
9606,R-HSA-9764265,Regulation of CDH1 Expression and Function,0.006780918194193575,192,11,92,21
9606,R-HSA-9764274,Regulation of Expression and Function of Type I Classical Cadherins,0.006780918194193575,192,11,92,21
9606,R-HSA-9759476,Regulation of Homotypic Cell-Cell Adhesion,0.0144226445057547,215,11,125,30
9606,R-HSA-1500931,Cell-Cell communication,0.0144226445057547,336,14,185,39
9606,R-HSA-8980692,RHOA GTPase cycle,0.018612797896381927,154,9,6,4
9606,R-HSA-9013149,RAC1 GTPase cycle,0.018612797896381927,191,10,6,4
9606,R-HSA-181429,Serotonin Neurotransmitter Release Cycle,0.019963079800372485,23,4,4,2
9606,R-HSA-9013420,RHOU GTPase cycle,0.019963079800372485,44,5,4,2
9606,R-HSA-418990,Adherens junctions interactions,0.019963079800372485,238,11,141,31
9606,R-HSA-446728,Cell junction organization,0.026866081516697005,298,12,162,37
9606,R-HSA-430116,GP1b-IX-V activation signalling,0.026866081516697005,12,3,9,6
9606,R-HSA-9013026,RHOB GTPase cycle,0.026866081516697005,75,6,6,3
9606,R-HSA-72163,mRNA Splicing - Major Pathway,0.026866081516697005,213,10,11,11
9606,R-HSA-8876384,Listeria monocytogenes entry into host cells,0.026866081516697005,27,4,13,9
9606,R-HSA-72172,mRNA Splicing,0.0336740304669757,224,10,16,11
9606,R-HSA-421270,Cell-cell junction organization,0.03745779081659406,271,11,146,31
9606,R-HSA-9013405,RHOD GTPase cycle,0.03951198298984826,57,5,9,2
9606,R-HSA-9013148,CDC42 GTPase cycle,0.046660536367933325,159,8,6,3
9606,R-HSA-9013404,RAC2 GTPase cycle,0.049064545558877626,92,6,10,4
9606,R-HSA-162658,Golgi Cisternae Pericentriolar Stack Reorganization,0.049064545558877626,17,3,6,3
9606,R-HSA-177929,Signaling by EGFR,0.049064545558877626,64,5,50,23
9606,R-HSA-2173795,Downregulation of SMAD2/3:SMAD4 transcriptional activity,0.049064545558877626,38,4,27,9
9606,R-HSA-9006934,Signaling by Receptor Tyrosine Kinases,0.049064545558877626,634,18,759,144
9606,R-HSA-166520,Signaling by NTRKs,0.049064545558877626,166,8,164,23
